appeal,supreme,url,type
70/2023,69/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=54722fe2-29d7-451d-9e58-e598d7caa4ab,ákvörðun
238/2023,67/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2de31d44-9f1f-4c0b-a2ca-327b79e903c2,ákvörðun
307/2023,72/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c8e94568-246e-447e-b18f-bfdfc70ae0bd,ákvörðun
249/2023,66/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=77ae86b4-cf6b-412b-8ff3-1a4ac5344d3e,ákvörðun
618/2022,56/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=0c46bfe2-a9b4-4a2a-acfa-349f8b24a89b,ákvörðun
239/2023,68/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=876b065b-e967-4eeb-aa6e-53a5d5c3c5f3,ákvörðun
164/2023,59/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=4e15e560-4f97-47dd-9dd1-9fb605f2654f,ákvörðun
305/2022,73/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=40a6cfa2-2f97-4a04-bdd0-c9c966768574,ákvörðun
335/2023,70/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d3ce85b4-f740-40e6-99a2-ffa29c5f685a,ákvörðun
812/2022,48/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=aaae7731-c0bf-4b1a-8e0e-a0adc68edab8,ákvörðun
767/2022,43/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=958f3fa6-809b-4c54-ab84-b649fb500d14,ákvörðun
186/2023,55/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=ec0b4e84-af99-47f2-bb7c-0d8a4fb8f685,ákvörðun
178/2023,50/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=3c447893-d48d-41d8-8b56-246dd92bd65d,ákvörðun
284/2023,53/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c1fdfc9f-1eef-4159-a1e0-9e4cdd626d08,ákvörðun
781/2022,51/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9daeffc2-c9fb-47cb-bb32-2fe5fe4037cd,ákvörðun
837/2022,47/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=6e05bc2f-a726-4d48-bb63-4727f631be34,ákvörðun
827/2022,45/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=91c377c9-f77c-4733-b5cb-1ffb9e01f6aa,ákvörðun
768/2022,52/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=716f050f-2ef5-4c1a-b9c9-1e608bf449a8,ákvörðun
365/2023,54/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=302c3d0f-0a17-4e11-98a0-798a9b91848d,ákvörðun
45/2023,49/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b3d8a161-9fe7-465f-b216-d1410ef3e33b,ákvörðun
786/2022,46/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=0bd1c6d7-68ca-44ba-b681-ddfbe6f082e1,ákvörðun
637/2023,61/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=0fd11f15-3f0d-487a-8dca-c22dff37b325,ákvörðun
24/2023,40/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d3479b95-a837-460a-b0cc-fb22725cbf6b,ákvörðun
141/2024,62/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=e8506763-c7e7-4867-b3d7-223a11b0e5a7,ákvörðun
244/2023,41/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=6b27605c-7344-4a1b-9d90-7579bcfa4d50,ákvörðun
752/2022,38/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=93ff40a1-2d05-4431-b46c-77318929a231,ákvörðun
496/2023,58/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=83839fbe-1241-4a4d-8c54-b1cfd31fe987,ákvörðun
146/2023,64/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=e90f7851-be11-4991-898d-bb5511a1add2,ákvörðun
64/2023,36/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=cd91eeaf-4f1d-49fb-9c01-fe9b3222a431,ákvörðun
707/2022,39/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c80acc90-d2e6-47dc-b44b-1d9ae284f000,ákvörðun
179/2023,42/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=7b5de536-b095-4e63-95b9-62446ec40ba4,ákvörðun
205/2023,65/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=cb3a1f7a-fbc8-4505-88ca-bd542adc3a7d,ákvörðun
674/2022,34/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=ea1b7287-8d7a-4b2b-99c2-c14275207d93,ákvörðun
576/2023,63/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=1b69758b-def5-459e-ac3f-fde7a3a7932f,ákvörðun
522/2022,26/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=07c86b6f-3161-4682-991f-e0ccc285098d,ákvörðun
801/2022,37/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=49f940bb-b672-42ec-9b9e-751bb66ef48e,ákvörðun
885/2023,30/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9aabe290-7d15-41a8-8850-8503e119b77a,ákvörðun
807/2022,33/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=4258f950-2290-4c18-80bb-d4f13caf1ddf,ákvörðun
66/2024,31/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=1ba1e261-8942-41f6-a68e-00cd7352b9eb,ákvörðun
83/2024,35/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=53d2cd8e-8957-423d-bf65-953bcc8ab539,ákvörðun
498/2022,29/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=acfe2aae-d833-4f7c-8813-dcae66f63aa2,ákvörðun
460/2022,24/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9b68cf3b-335d-48b5-b590-deb3295f6ea8,ákvörðun
126/2024,57/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=8408c60d-a0e4-40e8-86ee-5363d44ebda6,ákvörðun
663/2022,25/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=e68d176e-dafc-4e7f-a3ba-1035b38e2bbc,ákvörðun
713/2022,22/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=e197b531-7c2d-41ad-b77e-7ac3dc76e0a9,ákvörðun
668/2022,19/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=f5bd4b16-a2ed-482a-9dd7-80d6495fdcf2,ákvörðun
861/2023,21/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b4826a09-56fd-4de2-b7ec-2db21a241bec,ákvörðun
308/2021,17/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2bc393f3-1e6b-445f-8d74-930f0720cdfb,ákvörðun
800/2022,32/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c3aed55d-2184-41ae-92d8-12d41c9ea39b,ákvörðun
894/2023,18/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=832def6f-fa46-4cb7-91c1-6edff7bf67ec,ákvörðun
107/2023,14/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=bb1aab63-85be-4c0d-bf34-8f8eed0f9f42,ákvörðun
741/2022,15/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=91035530-78c6-45bc-a311-80fc850204c9,ákvörðun
806/2023,16/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=51b55928-ff80-4e67-8b2d-ca71f9139b3f,ákvörðun
642/2022,9/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c0e9b3bc-2853-4c98-8485-00110a655278,ákvörðun
549/2022,7/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=cdf0470b-5091-4837-bd6e-eb4e82bb87e0,ákvörðun
476/2022,2/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9ecc967a-8866-4b74-a749-5ad2f26f86e3,ákvörðun
687/2022,10/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=3d16d2d1-4421-45d8-b0cb-5e680efdfdbd,ákvörðun
10/2023,11/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=8f2af066-3e28-4ac0-8f75-6d1447a8f5ab,ákvörðun
349/2022,8/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d7af04e3-f447-4483-ad6b-9c218ead3ad8,ákvörðun
570/2022,3/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=a06ba549-ba2b-4204-bcf3-544a1e652ade,ákvörðun
332/2022,5/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c48c70b5-852c-4239-a487-71b4a3467924,ákvörðun
396/2022,1/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=0ca56f34-ee24-49a2-8711-056366282b68,ákvörðun
686/2023,6/2024,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=e4b6da9f-8cb5-46d9-80d8-197081c7a26c,ákvörðun
782/2021,160/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=348cebe6-8a51-45e7-8ba7-997b6c62b05d,ákvörðun
471/2022,159/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=dfaee40e-9c59-486b-85c2-0e283d54fec2,ákvörðun
442/2022,155/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=27e12e17-a2ec-434f-aa67-b5005c7027a1,ákvörðun
350/2022,156/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=0d5544d8-e76f-41d3-bdb1-42281415b4eb,ákvörðun
354/2022,151/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=71bcdc82-61e2-4907-b6f6-6fbc5602fdeb,ákvörðun
441/2022,154/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=0a6ed4c5-909c-4096-9cf1-85a101abb09c,ákvörðun
461/2022,149/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9b432213-3c22-441e-8d66-630ad0f15f1f,ákvörðun
571/2022,152/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=f6206321-f489-431a-98e8-815343f8e7b9,ákvörðun
501/2022,148/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d0c57bbc-e964-4d43-b7c5-98444cbf8783,ákvörðun
734/2023,157/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2f7e271e-ff7c-4a70-afa8-d00be56461db,ákvörðun
413/2022,153/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=1e2b9069-2d6e-44fe-8b7d-3efc1c4626a7,ákvörðun
353/2022,141/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=1deb73e0-f25f-41d9-9673-2bf9d9501bf4,ákvörðun
257/2022,146/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=f367335a-9e0d-4d5b-8a23-0e2b2f282e53,ákvörðun
395/2022,140/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9a514747-7fee-4181-a84a-176c2610b0e1,ákvörðun
393/2022,138/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=5acf00ee-9f3c-4e2a-a3bc-28c5637a2c11,ákvörðun
256/2022,145/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=afad5cd6-1ad2-4ccb-b134-3c9276f6f703,ákvörðun
254/2022,142/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=08a35cd2-8026-4c1f-b005-58bbcf1bcdf0,ákvörðun
394/2022,139/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c02909e0-d17f-4d04-9575-779c28df66c0,ákvörðun
253/2022,143/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=487590a5-28b8-4f5c-9f86-91243742b5da,ákvörðun
255/2022,144/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9502b6ff-a8f3-44c8-9855-97a602c57584,ákvörðun
392/2022,137/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=452d2db4-f7d2-4fca-8321-a0270f408a85,ákvörðun
258/2022,147/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b934b1db-8c6c-4678-ba0b-cd7d539bbe0c,ákvörðun
683/2023,150/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c6d8a71d-6ed7-4213-8e5e-0a1b9c7ed8fb,ákvörðun
418/2022,134/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=375121cf-5d1f-439d-8725-d63b0e8a45fc,ákvörðun
748/2020,135/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=5e6d5669-bd9e-400f-a849-88878b72ea18,ákvörðun
333/2022,127/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=1d221124-3ac1-4920-ae3f-d4d1f037bf5e,ákvörðun
40/2022,126/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=86c9c0d6-6b3c-4beb-ac18-bc7eba4301a4,ákvörðun
191/2023,124/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=4aa0747f-646b-427d-bc59-e3bfbb01e31f,ákvörðun
459/2022,132/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b867dcce-871a-4d41-a4eb-32efc952f76b,ákvörðun
704/2023,133/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=fc924c41-b932-4593-bfd7-6956f8744edb,ákvörðun
191/2021,120/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c2532ded-4014-4525-a349-78d507b0a5b7,ákvörðun
777/2022,136/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d01ded41-afce-47f7-b6f5-02f2239a145c,ákvörðun
675/2023,130/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=48e9b95d-9839-4c4a-a082-5a25aac07697,ákvörðun
288/2022,123/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=5de8aed2-ce48-49f5-b510-a6bc20b87c00,ákvörðun
339/2022,128/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=58beb842-4319-4c38-af68-bafc64b05aed,ákvörðun
667/2023,119/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=53b7fc29-1ec5-4be3-b35c-d5aa11547c7d,ákvörðun
291/2022,121/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=3ab5e718-2962-49c3-8402-3e50c07c6fc7,ákvörðun
365/2022,115/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=451dcf05-4260-46ab-bed2-3ec4b6ebd0b2,ákvörðun
338/2022,122/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c623b5d8-b909-4f55-af2b-7f16e83def04,ákvörðun
234/2022,113/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=a145713e-51bd-41cf-b664-8d010ba8091c,ákvörðun
150/2022,131/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=1b710d2e-db39-46c7-991d-d945a83db868,ákvörðun
677/2023,116/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=433285cd-d50d-4ea6-9417-2221aa9f02be,ákvörðun
400/2022,117/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2a0230d3-c140-4f49-8039-05b847f90d85,ákvörðun
275/2022,112/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=84cb6e24-2763-4921-bebe-4841604c0384,ákvörðun
266/2022,111/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c09aa5ba-1b1b-4297-aa18-4180245e7462,ákvörðun
308/2022,110/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2a322963-f23a-4dae-b17c-72550be99071,ákvörðun
245/2022,114/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=999b5256-fbee-419c-b5a6-75c9bc58e869,ákvörðun
210/2022,118/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b1a6a888-d4fc-42f1-9a11-88453a01ca45,ákvörðun
184/2022,108/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=e383ce5d-a06b-4900-8383-d4371c60c528,ákvörðun
197/2022,109/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2c7be737-666b-430f-a09c-0857e00e1363,ákvörðun
458/2022,105/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=42935ad0-2bf4-4788-9252-afc424672f3e,ákvörðun
290/2022,98/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2e238e36-08c1-4fd3-9395-d9f6537a9010,ákvörðun
182/2022,91/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=03b5202c-d508-409e-a03d-dda01445a926,ákvörðun
251/2022,89/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=79a77219-93ec-4261-9dea-8b958f231bea,ákvörðun
25/2022,90/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=84d48e00-3e79-4825-b116-38bef3030530,ákvörðun
168/2023,96/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=476734e3-3d0e-4d2b-8ac1-1c53a1253ca6,ákvörðun
30/2022,84/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=10fc6bf4-fbbb-41bd-87fe-355a69e4d025,ákvörðun
153/2022,79/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=42443b8d-592e-4c82-b6bd-c85a4ef34214,ákvörðun
745/2022,102/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=0b0cf324-c498-4892-b730-4f36304f7132,ákvörðun
127/2022,82/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=622c5ea1-03a2-417a-9fba-15b29fa4014e,ákvörðun
499/2021,88/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=7644d719-50e9-4087-8cd3-177fe35adc35,ákvörðun
457/2021,92/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=f1afdbe6-32bb-4d30-b10a-6d6bfdb499de,ákvörðun
434/2023,106/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=04e86cd6-9993-4bed-84da-adf7fb19e2eb,ákvörðun
248/2022,100/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=33f91be8-a435-467b-b3c1-bbc332772a17,ákvörðun
232/2022,99/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=dad6da42-7802-4fc1-a3d4-4c999269fd82,ákvörðun
217/2022,97/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=f56e39cd-1ef9-479a-96df-54733bf65a7c,ákvörðun
79/2022,93/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=ef56ddca-5db4-4417-98b0-55d34ecedde8,ákvörðun
149/2022,87/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2b11bc25-d48c-44c7-81e2-a0292dfb23a8,ákvörðun
229/2022,95/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=64eee965-cf20-4a45-b073-c755756e3761,ákvörðun
71/2023,104/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=79fa1aa4-281f-4725-a4f2-0bf9c9b11d29,ákvörðun
673/2022,80/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=dfb8fa95-c9e4-4beb-a07a-2da6e92bc2b5,ákvörðun
42/2023,83/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d8cbbbcf-1a94-49da-abd4-7837c05ff2c5,ákvörðun
98/2022,81/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=abcf8c43-882f-4920-82e7-1a36bc6cdfb9,ákvörðun
244/2022,103/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=8f0bbbce-c6a7-4df7-b050-39f5437e6bf3,ákvörðun
458/2022,101/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=049167e8-175b-4aa3-9124-86807e7cfd75,ákvörðun
312/2023,94/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=39bd6eb3-4d91-4fd2-b446-f698c71039fb,ákvörðun
584/2022,85/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=37dfa4da-82f8-4684-8b4b-47b35cdd00e5,ákvörðun
240/2022,76/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2fa16d7a-718e-4418-820b-dbd0f364d654,ákvörðun
74/2022,74/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b0cdc808-4043-421a-b5bb-6b67d106a6d8,ákvörðun
251/2023,67/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c5259bad-2d4c-4d1a-8c00-935f42ce84a9,ákvörðun
272/2023,71/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d8efe9c6-f7be-423c-9da8-c54976042086,ákvörðun
37/2022,69/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=3d40805b-67bf-4fe5-8e1a-021bbe63767c,ákvörðun
213/2022,65/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=dd073512-dca6-4f13-b2df-4635e0accb77,ákvörðun
282/2023,75/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=006eb328-f38a-423c-bb33-4a3b76a36eda,ákvörðun
178/2022,62/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=0134868a-0fb0-440c-a66a-551c1dbb187f,ákvörðun
518/2021,63/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=1c7c8253-e0ba-45f1-a9bf-830c24736b15,ákvörðun
